ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	0.9	0.5	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	0.9	0.6	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	0.9	0.7	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	0.9	0.8	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.0	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.1	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.2	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.3	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.4	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.5	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.6	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.7	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.8	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	0.9	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.0	1.0	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.2	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.3	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.4	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.5	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.6	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.7	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.8	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	0.9	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.1	1.0	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.2	0.2	>=1.0     	44	4	70	6	0	6	0.88	0.946	0.919	0.826	0.917	0.88	0.898	0.083	0.826
8.0_64.0	1.2	0.5	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.2	0.6	>=0.7_0.75	85	5	203	15	0	15	0.85	0.976	0.935	0.826	0.944	0.85	0.895	0.056	0.828
8.0_64.0	1.2	0.6	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.2	0.7	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.2	0.8	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.2	0.9	>=0.7_0.75	84	3	205	16	0	16	0.84	0.986	0.938	0.826	0.966	0.84	0.899	0.034	0.825
8.0_64.0	1.2	0.9	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.2	1.0	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.3	0.4	>=1.0     	44	4	70	6	0	6	0.88	0.946	0.919	0.826	0.917	0.88	0.898	0.083	0.826
8.0_64.0	1.3	0.8	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.3	0.9	>=0.7_0.75	85	5	203	15	0	15	0.85	0.976	0.935	0.826	0.944	0.85	0.895	0.056	0.828
8.0_64.0	1.3	0.9	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.3	1.0	>=0.7_0.75	85	5	203	15	0	15	0.85	0.976	0.935	0.826	0.944	0.85	0.895	0.056	0.828
8.0_64.0	1.3	1.0	>=1.0     	42	1	73	8	0	8	0.84	0.986	0.927	0.826	0.977	0.84	0.903	0.023	0.826
8.0_64.0	1.4	0.7	>=1.0     	44	4	70	6	0	6	0.88	0.946	0.919	0.826	0.917	0.88	0.898	0.083	0.826
8.0_64.0	1.5	0.9	>=1.0     	44	4	70	6	0	6	0.88	0.946	0.919	0.826	0.917	0.88	0.898	0.083	0.826
4.0_64.0	1.2	0.9	>=0.7_0.75	126	6	386	24	0	24	0.84	0.985	0.945	0.825	0.955	0.84	0.894	0.045	0.824
8.0_64.0	1.5	0.3	>=1.0     	48	10	64	2	0	2	0.96	0.865	0.903	0.825	0.828	0.96	0.889	0.172	0.825
4.0_64.0	1.0	0.0	>=1.0     	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.0	0.1	>=1.0     	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.2	0.3	>=0.7_0.75	130	17	375	20	0	20	0.867	0.957	0.932	0.824	0.884	0.867	0.875	0.116	0.82
4.0_64.0	1.2	0.6	>=1.0     	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.3	0.8	>=1.0     	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.3	0.9	>=1.0     	64	4	133	11	0	11	0.853	0.971	0.929	0.824	0.941	0.853	0.895	0.059	0.824
4.0_64.0	1.3	1.0	>=0.7_0.75	127	9	383	23	0	23	0.847	0.977	0.941	0.824	0.934	0.847	0.888	0.066	0.823
8.0_64.0	1.0	0.3	>=0.5     	133	11	616	25	0	25	0.842	0.982	0.954	0.824	0.924	0.842	0.881	0.076	0.824
8.0_64.0	1.3	0.9	>=0.5     	135	19	608	23	0	23	0.854	0.97	0.946	0.824	0.877	0.854	0.865	0.123	0.828
8.0_64.0	1.4	1.0	>=0.5     	137	27	600	21	0	21	0.867	0.957	0.939	0.824	0.835	0.867	0.851	0.165	0.825
4.0_64.0	1.0	0.3	>=0.7_0.75	126	7	385	24	0	24	0.84	0.982	0.943	0.822	0.947	0.84	0.89	0.053	0.822
4.0_64.0	1.1	0.6	>=0.7_0.75	126	7	385	24	0	24	0.84	0.982	0.943	0.822	0.947	0.84	0.89	0.053	0.822
4.0_64.0	1.3	0.8	>=0.7_0.75	128	12	380	22	0	22	0.853	0.969	0.937	0.822	0.914	0.853	0.882	0.086	0.823
8.0_64.0	1.2	0.6	>=0.5     	135	20	607	23	0	23	0.854	0.968	0.945	0.822	0.871	0.854	0.862	0.129	0.827
8.0_64.0	1.2	0.7	>=0.5     	134	16	611	24	0	24	0.848	0.974	0.949	0.822	0.893	0.848	0.87	0.107	0.824
8.0_64.0	1.3	0.4	>=0.7_0.75	88	12	196	12	0	12	0.88	0.942	0.922	0.822	0.88	0.88	0.88	0.12	0.823
8.0_64.0	1.5	1.0	>=0.7_0.75	87	10	198	13	0	13	0.87	0.952	0.925	0.822	0.897	0.87	0.883	0.103	0.82
8.0_64.0	0.9	0.0	>=0.7_0.75	84	4	204	16	0	16	0.84	0.981	0.935	0.821	0.955	0.84	0.894	0.045	0.822
8.0_64.0	1.0	0.1	>=0.7_0.75	84	4	204	16	0	16	0.84	0.981	0.935	0.821	0.955	0.84	0.894	0.045	0.822
8.0_64.0	1.0	0.2	>=0.7_0.75	84	4	204	16	0	16	0.84	0.981	0.935	0.821	0.955	0.84	0.894	0.045	0.822
8.0_64.0	1.0	0.3	>=0.7_0.75	84	4	204	16	0	16	0.84	0.981	0.935	0.821	0.955	0.84	0.894	0.045	0.822
8.0_64.0	1.1	0.5	>=0.5     	133	13	614	25	0	25	0.842	0.979	0.952	0.821	0.911	0.842	0.875	0.089	0.823
8.0_64.0	1.1	0.5	>=0.7_0.75	84	4	204	16	0	16	0.84	0.981	0.935	0.821	0.955	0.84	0.894	0.045	0.822
8.0_64.0	1.1	0.6	>=0.7_0.75	84	4	204	16	0	16	0.84	0.981	0.935	0.821	0.955	0.84	0.894	0.045	0.822
8.0_64.0	1.2	0.5	>=0.7_0.75	85	6	202	15	0	15	0.85	0.971	0.932	0.821	0.934	0.85	0.89	0.066	0.824
8.0_64.0	1.3	0.7	>=0.5     	137	29	598	21	0	21	0.867	0.954	0.936	0.821	0.825	0.867	0.845	0.175	0.823
8.0_64.0	1.3	0.8	>=0.7_0.75	85	6	202	15	0	15	0.85	0.971	0.932	0.821	0.934	0.85	0.89	0.066	0.824
8.0_64.0	1.4	0.0	>=0.7_0.75	97	31	177	3	0	3	0.97	0.851	0.89	0.821	0.758	0.97	0.851	0.242	0.818
4.0_64.0	0.8	0.4	>=1.0     	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
4.0_64.0	0.9	0.0	>=0.7_0.75	126	8	384	24	0	24	0.84	0.98	0.941	0.82	0.94	0.84	0.887	0.06	0.82
4.0_64.0	0.9	0.7	>=1.0     	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
4.0_64.0	0.9	0.8	>=1.0     	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
4.0_64.0	1.0	0.2	>=0.7_0.75	126	8	384	24	0	24	0.84	0.98	0.941	0.82	0.94	0.84	0.887	0.06	0.82
4.0_64.0	1.0	1.0	>=1.0     	62	1	136	13	0	13	0.827	0.993	0.934	0.82	0.984	0.827	0.899	0.016	0.82
4.0_64.0	1.1	0.5	>=0.7_0.75	126	8	384	24	0	24	0.84	0.98	0.941	0.82	0.94	0.84	0.887	0.06	0.82
4.0_64.0	1.2	0.5	>=0.7_0.75	128	13	379	22	0	22	0.853	0.967	0.935	0.82	0.908	0.853	0.88	0.092	0.819
4.0_64.0	1.2	0.8	>=0.7_0.75	126	8	384	24	0	24	0.84	0.98	0.941	0.82	0.94	0.84	0.887	0.06	0.82
8.0_64.0	1.1	0.2	>=0.5     	136	26	601	22	0	22	0.861	0.959	0.939	0.82	0.84	0.861	0.85	0.16	0.826
4.0_64.0	1.0	0.0	>=0.7_0.75	127	11	381	23	0	23	0.847	0.972	0.937	0.819	0.92	0.847	0.882	0.08	0.818
4.0_64.0	1.0	0.5	>=0.7_0.75	124	3	389	26	0	26	0.827	0.992	0.946	0.819	0.976	0.827	0.895	0.024	0.819
4.0_64.0	1.1	0.8	>=0.7_0.75	124	3	389	26	0	26	0.827	0.992	0.946	0.819	0.976	0.827	0.895	0.024	0.819
4.0_64.0	1.1	0.9	>=0.7_0.75	124	3	389	26	0	26	0.827	0.992	0.946	0.819	0.976	0.827	0.895	0.024	0.819
4.0_64.0	1.2	0.6	>=0.7_0.75	127	11	381	23	0	23	0.847	0.972	0.937	0.819	0.92	0.847	0.882	0.08	0.818
4.0_64.0	1.3	0.6	>=0.7_0.75	129	16	376	21	0	21	0.86	0.959	0.932	0.819	0.89	0.86	0.875	0.11	0.816
4.0_64.0	1.3	0.9	>=0.7_0.75	127	11	381	23	0	23	0.847	0.972	0.937	0.819	0.92	0.847	0.882	0.08	0.818
8.0_64.0	1.1	0.4	>=0.5     	134	18	609	24	0	24	0.848	0.971	0.946	0.819	0.882	0.848	0.865	0.118	0.822
8.0_64.0	1.0	0.2	>=0.5     	133	15	612	25	0	25	0.842	0.976	0.949	0.818	0.899	0.842	0.87	0.101	0.821
4.0_64.0	1.1	0.2	>=1.0     	64	5	132	11	0	11	0.853	0.964	0.925	0.817	0.928	0.853	0.889	0.072	0.817
4.0_64.0	1.1	0.3	>=1.0     	64	5	132	11	0	11	0.853	0.964	0.925	0.817	0.928	0.853	0.889	0.072	0.817
4.0_64.0	1.1	0.7	>=0.7_0.75	124	4	388	26	0	26	0.827	0.99	0.945	0.817	0.969	0.827	0.892	0.031	0.817
4.0_64.0	1.2	0.5	>=1.0     	64	5	132	11	0	11	0.853	0.964	0.925	0.817	0.928	0.853	0.889	0.072	0.817
4.0_64.0	1.2	1.0	>=0.7_0.75	124	4	388	26	0	26	0.827	0.99	0.945	0.817	0.969	0.827	0.892	0.031	0.817
8.0_64.0	1.1	0.0	>=0.7_0.75	86	9	199	14	0	14	0.86	0.957	0.925	0.817	0.905	0.86	0.882	0.095	0.814
8.0_64.0	1.1	0.8	>=0.5     	130	4	623	28	0	28	0.823	0.994	0.959	0.817	0.97	0.823	0.89	0.03	0.814
8.0_64.0	1.3	0.5	>=0.7_0.75	86	9	199	14	0	14	0.86	0.957	0.925	0.817	0.905	0.86	0.882	0.095	0.814
8.0_64.0	1.4	0.8	>=0.7_0.75	86	9	199	14	0	14	0.86	0.957	0.925	0.817	0.905	0.86	0.882	0.095	0.814
8.0_64.0	1.0	0.0	>=0.7_0.75	84	5	203	16	0	16	0.84	0.976	0.932	0.816	0.944	0.84	0.889	0.056	0.818
8.0_64.0	1.1	0.3	>=0.7_0.75	84	5	203	16	0	16	0.84	0.976	0.932	0.816	0.944	0.84	0.889	0.056	0.818
8.0_64.0	1.1	0.4	>=0.7_0.75	84	5	203	16	0	16	0.84	0.976	0.932	0.816	0.944	0.84	0.889	0.056	0.818
8.0_64.0	1.2	0.7	>=0.7_0.75	84	5	203	16	0	16	0.84	0.976	0.932	0.816	0.944	0.84	0.889	0.056	0.818
8.0_64.0	1.2	0.8	>=0.7_0.75	84	5	203	16	0	16	0.84	0.976	0.932	0.816	0.944	0.84	0.889	0.056	0.818
8.0_64.0	1.4	0.1	>=0.7_0.75	96	30	178	4	0	4	0.96	0.856	0.89	0.816	0.762	0.96	0.85	0.238	0.814
8.0_64.0	1.5	0.2	>=0.7_0.75	97	32	176	3	0	3	0.97	0.846	0.886	0.816	0.752	0.97	0.847	0.248	0.814
4.0_64.0	1.1	0.1	>=0.7_0.75	128	15	377	22	0	22	0.853	0.962	0.932	0.815	0.895	0.853	0.873	0.105	0.812
4.0_64.0	1.1	1.0	>=0.7_0.75	123	2	390	27	0	27	0.82	0.995	0.946	0.815	0.984	0.82	0.895	0.016	0.814
4.0_64.0	1.2	0.4	>=0.7_0.75	128	15	377	22	0	22	0.853	0.962	0.932	0.815	0.895	0.853	0.873	0.105	0.812
4.0_64.0	1.3	0.7	>=0.7_0.75	128	15	377	22	0	22	0.853	0.962	0.932	0.815	0.895	0.853	0.873	0.105	0.812
4.0_64.0	1.4	1.0	>=0.7_0.75	128	15	377	22	0	22	0.853	0.962	0.932	0.815	0.895	0.853	0.873	0.105	0.812
8.0_64.0	1.0	0.8	>=0.7_0.75	82	1	207	18	0	18	0.82	0.995	0.938	0.815	0.988	0.82	0.896	0.012	0.813
8.0_64.0	1.0	0.9	>=0.7_0.75	82	1	207	18	0	18	0.82	0.995	0.938	0.815	0.988	0.82	0.896	0.012	0.813
8.0_64.0	1.0	1.0	>=0.7_0.75	82	1	207	18	0	18	0.82	0.995	0.938	0.815	0.988	0.82	0.896	0.012	0.813
8.0_64.0	1.1	1.0	>=0.7_0.75	82	1	207	18	0	18	0.82	0.995	0.938	0.815	0.988	0.82	0.896	0.012	0.813
8.0_64.0	1.2	0.9	>=0.375   	166	13	851	34	1	33	0.83	0.985	0.956	0.815	0.927	0.83	0.876	0.073	0.81
4.0_64.0	1.0	0.1	>=0.7_0.75	126	10	382	24	0	24	0.84	0.974	0.937	0.814	0.926	0.84	0.881	0.074	0.814
4.0_64.0	1.1	0.2	>=0.7_0.75	127	13	379	23	0	23	0.847	0.967	0.934	0.814	0.907	0.847	0.876	0.093	0.813
4.0_64.0	1.1	0.4	>=0.7_0.75	126	10	382	24	0	24	0.84	0.974	0.937	0.814	0.926	0.84	0.881	0.074	0.816
4.0_64.0	1.2	0.7	>=0.7_0.75	126	10	382	24	0	24	0.84	0.974	0.937	0.814	0.926	0.84	0.881	0.074	0.816
4.0_64.0	1.5	0.6	>=0.5     	221	138	1034	16	2	14	0.932	0.882	0.891	0.814	0.616	0.932	0.742	0.384	0.838
8.0_64.0	1.0	0.8	>=0.5     	129	1	626	29	0	29	0.816	0.998	0.962	0.814	0.992	0.816	0.895	0.008	0.812
8.0_64.0	1.1	0.1	>=0.5     	137	33	594	21	0	21	0.867	0.947	0.931	0.814	0.806	0.867	0.835	0.194	0.82
8.0_64.0	1.1	1.0	>=0.5     	129	1	626	29	0	29	0.816	0.998	0.962	0.814	0.992	0.816	0.895	0.008	0.812
8.0_64.0	1.2	0.4	>=0.5     	137	33	594	21	0	21	0.867	0.947	0.931	0.814	0.806	0.867	0.835	0.194	0.82
8.0_64.0	1.3	0.8	>=0.375   	171	35	829	29	1	28	0.855	0.959	0.94	0.814	0.83	0.855	0.842	0.17	0.817
8.0_64.0	1.4	0.9	>=0.5     	137	33	594	21	0	21	0.867	0.947	0.931	0.814	0.806	0.867	0.835	0.194	0.816
4.0_64.0	1.2	0.9	>=0.5     	196	16	1156	41	2	39	0.827	0.986	0.96	0.813	0.925	0.827	0.873	0.075	0.814
4.0_64.0	1.5	0.7	>=0.5     	217	121	1051	20	2	18	0.916	0.897	0.9	0.813	0.642	0.916	0.755	0.358	0.833
8.0_64.0	0.9	0.0	>=0.5     	132	14	613	26	0	26	0.835	0.978	0.949	0.813	0.904	0.835	0.868	0.096	0.816
8.0_64.0	0.9	0.5	>=0.5     	129	2	625	29	0	29	0.816	0.997	0.961	0.813	0.985	0.816	0.893	0.015	0.81
8.0_64.0	1.0	0.1	>=0.5     	133	18	609	25	0	25	0.842	0.971	0.945	0.813	0.881	0.842	0.861	0.119	0.819
8.0_64.0	1.0	0.7	>=0.5     	129	2	625	29	0	29	0.816	0.997	0.961	0.813	0.985	0.816	0.893	0.015	0.81
8.0_64.0	1.1	0.7	>=0.5     	130	6	621	28	0	28	0.823	0.99	0.957	0.813	0.956	0.823	0.885	0.044	0.811
8.0_64.0	1.1	0.9	>=0.5     	129	2	625	29	0	29	0.816	0.997	0.961	0.813	0.985	0.816	0.893	0.015	0.81
8.0_64.0	1.2	0.0	>=0.5     	145	66	561	13	0	13	0.918	0.895	0.899	0.813	0.687	0.918	0.786	0.313	0.838
8.0_64.0	1.2	1.0	>=0.5     	130	6	621	28	0	28	0.823	0.99	0.957	0.813	0.956	0.823	0.885	0.044	0.811
8.0_64.0	1.3	0.9	>=0.375   	169	28	836	31	1	30	0.845	0.968	0.945	0.813	0.858	0.845	0.851	0.142	0.814
8.0_64.0	1.3	1.0	>=0.375   	168	23	841	32	1	31	0.84	0.973	0.948	0.813	0.88	0.84	0.86	0.12	0.812
4.0_64.0	1.0	0.4	>=0.7_0.75	124	6	386	26	0	26	0.827	0.985	0.941	0.812	0.954	0.827	0.886	0.046	0.813
4.0_64.0	1.0	0.6	>=0.7_0.75	123	3	389	27	0	27	0.82	0.992	0.945	0.812	0.976	0.82	0.891	0.024	0.812
4.0_64.0	1.0	0.7	>=0.7_0.75	123	3	389	27	0	27	0.82	0.992	0.945	0.812	0.976	0.82	0.891	0.024	0.812
4.0_64.0	1.3	0.1	>=0.5     	220	136	1036	17	2	15	0.928	0.884	0.891	0.812	0.618	0.928	0.742	0.382	0.836
4.0_64.0	1.4	0.9	>=0.7_0.75	128	16	376	22	0	22	0.853	0.959	0.93	0.812	0.889	0.853	0.871	0.111	0.808
8.0_64.0	1.1	0.1	>=0.7_0.75	85	8	200	15	0	15	0.85	0.962	0.925	0.812	0.914	0.85	0.881	0.086	0.811
8.0_64.0	1.2	0.4	>=0.7_0.75	85	8	200	15	0	15	0.85	0.962	0.925	0.812	0.914	0.85	0.881	0.086	0.811
8.0_64.0	1.2	0.5	>=0.375   	170	33	831	30	1	29	0.85	0.962	0.941	0.812	0.837	0.85	0.843	0.163	0.813
8.0_64.0	1.2	0.8	>=0.375   	167	20	844	33	1	32	0.835	0.977	0.95	0.812	0.893	0.835	0.863	0.107	0.808
8.0_64.0	1.3	0.7	>=0.7_0.75	85	8	200	15	0	15	0.85	0.962	0.925	0.812	0.914	0.85	0.881	0.086	0.811
8.0_64.0	1.4	1.0	>=0.7_0.75	85	8	200	15	0	15	0.85	0.962	0.925	0.812	0.914	0.85	0.881	0.086	0.811
4.0_64.0	1.4	0.5	>=0.5     	215	113	1059	22	2	20	0.907	0.904	0.904	0.811	0.655	0.907	0.761	0.345	0.831
8.0_64.0	0.9	0.3	>=0.5     	129	3	624	29	0	29	0.816	0.995	0.959	0.811	0.977	0.816	0.889	0.023	0.809
8.0_64.0	0.9	0.4	>=0.5     	129	3	624	29	0	29	0.816	0.995	0.959	0.811	0.977	0.816	0.889	0.023	0.809
8.0_64.0	1.0	0.5	>=0.5     	129	3	624	29	0	29	0.816	0.995	0.959	0.811	0.977	0.816	0.889	0.023	0.809
8.0_64.0	1.0	0.6	>=0.5     	129	3	624	29	0	29	0.816	0.995	0.959	0.811	0.977	0.816	0.889	0.023	0.809
8.0_64.0	1.1	0.2	>=0.7_0.75	84	6	202	16	0	16	0.84	0.971	0.929	0.811	0.933	0.84	0.884	0.067	0.814
8.0_64.0	1.1	0.3	>=0.5     	134	23	604	24	0	24	0.848	0.963	0.94	0.811	0.854	0.848	0.851	0.146	0.818
8.0_64.0	1.2	0.2	>=0.5     	140	47	580	18	0	18	0.886	0.925	0.917	0.811	0.749	0.886	0.812	0.251	0.825
8.0_64.0	1.4	0.1	>=1.0     	48	11	63	2	0	2	0.96	0.851	0.895	0.811	0.814	0.96	0.881	0.186	0.811
8.0_64.0	1.4	1.0	>=0.375   	171	38	826	29	1	28	0.855	0.956	0.937	0.811	0.818	0.855	0.836	0.182	0.81
4.0_64.0	0.9	0.2	>=0.7_0.75	123	4	388	27	0	27	0.82	0.99	0.943	0.81	0.969	0.82	0.888	0.031	0.81
8.0_64.0	0.8	0.0	>=0.5     	129	4	623	29	0	29	0.816	0.994	0.958	0.81	0.97	0.816	0.886	0.03	0.808
8.0_64.0	0.8	0.0	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	0.9	0.3	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	0.9	0.4	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	0.9	0.5	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	1.0	0.5	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	1.0	0.6	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	1.0	0.7	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	1.1	0.8	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	1.1	0.9	>=0.7_0.75	82	2	206	18	0	18	0.82	0.99	0.935	0.81	0.976	0.82	0.891	0.024	0.81
8.0_64.0	1.3	0.6	>=0.5     	137	36	591	21	0	21	0.867	0.943	0.927	0.81	0.792	0.867	0.828	0.208	0.814
4.0_64.0	1.1	0.0	>=1.0     	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.1	0.3	>=0.7_0.75	126	12	380	24	0	24	0.84	0.969	0.934	0.809	0.913	0.84	0.875	0.087	0.808
4.0_64.0	1.2	0.3	>=1.0     	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.3	0.5	>=1.0     	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.3	0.6	>=1.0     	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
4.0_64.0	1.4	0.3	>=0.5     	221	144	1028	16	2	14	0.932	0.877	0.886	0.809	0.605	0.932	0.734	0.395	0.833
4.0_64.0	1.4	0.8	>=1.0     	65	8	129	10	0	10	0.867	0.942	0.915	0.809	0.89	0.867	0.878	0.11	0.809
8.0_64.0	1.3	0.7	>=0.375   	171	40	824	29	1	28	0.855	0.954	0.935	0.809	0.81	0.855	0.832	0.19	0.808
8.0_64.0	1.4	0.8	>=0.5     	138	40	587	20	0	20	0.873	0.936	0.924	0.809	0.775	0.873	0.821	0.225	0.817
4.0_64.0	1.0	0.8	>=0.7_0.75	122	2	390	28	0	28	0.813	0.995	0.945	0.808	0.984	0.813	0.89	0.016	0.808
4.0_64.0	1.0	0.9	>=0.7_0.75	122	2	390	28	0	28	0.813	0.995	0.945	0.808	0.984	0.813	0.89	0.016	0.808
4.0_64.0	1.1	0.6	>=0.5     	195	18	1154	42	2	40	0.823	0.985	0.957	0.808	0.915	0.823	0.867	0.085	0.808
8.0_64.0	1.1	0.6	>=0.375   	165	15	849	35	1	34	0.825	0.983	0.953	0.808	0.917	0.825	0.869	0.083	0.804
8.0_64.0	1.2	0.3	>=0.5     	137	37	590	21	0	21	0.867	0.941	0.926	0.808	0.787	0.867	0.825	0.213	0.813
8.0_64.0	1.4	0.5	>=0.5     	145	69	558	13	0	13	0.918	0.89	0.896	0.808	0.678	0.918	0.78	0.322	0.832
4.0_64.0	1.2	0.0	>=0.5     	214	112	1060	23	2	21	0.903	0.904	0.904	0.807	0.656	0.903	0.76	0.344	0.829
4.0_64.0	1.2	0.8	>=0.5     	196	24	1148	41	2	39	0.827	0.98	0.954	0.807	0.891	0.827	0.858	0.109	0.808
4.0_64.0	1.3	0.2	>=0.5     	216	122	1050	21	2	19	0.911	0.896	0.899	0.807	0.639	0.911	0.751	0.361	0.831
4.0_64.0	1.3	0.8	>=0.5     	200	43	1129	37	2	35	0.844	0.963	0.943	0.807	0.823	0.844	0.833	0.177	0.811
4.0_64.0	1.4	0.4	>=0.5     	217	128	1044	20	2	18	0.916	0.891	0.895	0.807	0.629	0.916	0.746	0.371	0.828
